ID,PID,description,name,generation,imageURL,shinyImageURL,weight,type1,type2,height,maxCP,attack,defense,stamina,fleeRate,captureRate,rarity,buddyDistance,pokedexEntry,candyEvolve,legendary,weatherBoost,
"58","059"," <p> <strong>Pokemon GO Arcanine</strong> is a <span class=""type fire"">fire</span> type with <strong>2839 MAX CP</strong>.<br> Arcanine best moveset is <strong>Fire Fang and Fire Blast</strong>.<br> Arcanine is vulnerable to <a href=""/type/rock"">Rock</a>, <a href=""/type/ground"">Ground</a>, <a href=""/type/water"">Water</a> type moves.<br> Arcanine is boosted by Clear weather.<br> <span class=""counters-short-description""> </span> </p> ","Arcanine","1","https://db.pokemongohub.net/images/pokemon//normal-animated/059.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/059.gif","155.00 kg","FIRE"," ","1.90 m","2839","227","166","180","6.00%","10.00%","unknown","3 KM","Arcanine is known for its high speed. It is said to be capable of running over 6,200 miles in a single day and night. The fire that blazes wildly within this Pokemon's body is its source of power.","-","No","Clear, </td>"
"59","060"," <p> <strong>Pokemon GO Poliwag</strong> is a <span class=""type water"">water</span> type with <strong>695 MAX CP</strong>.<br> Poliwag best moveset is <strong>Bubble and Bubble Beam</strong>.<br> Poliwag is vulnerable to <a href=""/type/electric"">Electric</a>, <a href=""/type/grass"">Grass</a> type moves.<br> Poliwag is boosted by Rain weather.<br> It takes  25  candy to evolve!<br> <span class=""counters-short-description""> </span> </p> ","Poliwag","1","https://db.pokemongohub.net/images/pokemon//normal-animated/060.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/060.gif","12.40 kg","WATER"," ","0.60 m","695","101","82","80","15.00%","50.00%","unknown","3 KM","Poliwag has a very thin skin. It is possible to see the Pokemon's spiral innards right through the skin. Despite its thinness, however, the skin is also very flexible. Even sharp fangs bounce right off it.","25","No","Rain, </td>"
"60","061"," <p> <strong>Pokemon GO Poliwhirl</strong> is a <span class=""type water"">water</span> type with <strong>1313 MAX CP</strong>.<br> Poliwhirl best moveset is <strong>Bubble and Water Pulse</strong>.<br> Poliwhirl is vulnerable to <a href=""/type/electric"">Electric</a>, <a href=""/type/grass"">Grass</a> type moves.<br> Poliwhirl is boosted by Rain weather.<br> It takes  100  candy to evolve!<br> <span class=""counters-short-description""> </span> </p> ","Poliwhirl","1","https://db.pokemongohub.net/images/pokemon//normal-animated/061.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/061.gif","20.00 kg","WATER"," ","1.00 m","1313","130","130","130","7.00%","25.00%","unknown","3 KM","The surface of Poliwhirl's body is always wet and slick with a slimy fluid. Because of this slippery covering, it can easily slip and slide out of the clutches of any enemy in battle.","100","No","Rain, </td>"
"61","062"," <p> <strong>Pokemon GO Poliwrath</strong> is a <span class=""type water"">water</span> <span class=""type fighting"">fighting</span> type with <strong>2441 MAX CP</strong>.<br> Poliwrath best moveset is <strong>Bubble and Dynamic Punch</strong>.<br> Poliwrath is vulnerable to <a href=""/type/electric"">Electric</a>, <a href=""/type/grass"">Grass</a>, <a href=""/type/fairy"">Fairy</a>, <a href=""/type/flying"">Flying</a>, <a href=""/type/psychic"">Psychic</a> type moves.<br> Poliwrath is boosted by Rain and Cloudy weather.<br> ","Poliwrath","1","https://db.pokemongohub.net/images/pokemon//normal-animated/062.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/062.gif","54.00 kg","WATER","FIGHTING","1.30 m","2441","182","187","180","5.00%","12.50%","unknown","3 KM","Poliwrath's highly developed, brawny muscles never grow fatigued, however much it exercises. It is so tirelessly strong, this Pokemon can swim back and forth across the ocean without effort.","-","No","Rain, Cloudy"
"62","063"," <p> <strong>Pokemon GO Abra</strong> is a <span class=""type psychic"">psychic</span> type with <strong>1148 MAX CP</strong>.<br> Abra best moveset is <strong>Zen Headbutt and Psyshock</strong>.<br> Abra is vulnerable to <a href=""/type/bug"">Bug</a>, <a href=""/type/dark"">Dark</a>, <a href=""/type/ghost"">Ghost</a> type moves.<br> Abra is boosted by Wind weather.<br> It takes  25  candy to evolve!<br> <span class=""counters-short-description""> </span> ","Abra","1","https://db.pokemongohub.net/images/pokemon//normal-animated/063.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/063.gif","19.50 kg","PSYCHIC"," ","0.90 m","1148","195","103","50","99.00%","50.00%","unknown","3 KM","Abra needs to sleep for eighteen hours a day. If it doesn't, this Pokemon loses its ability to use telekinetic powers. If it is attacked, Abra escapes using Teleport while it is still sleeping.","25","No","Wind, </td>"
"63","064"," <p> <strong>Pokemon GO Kadabra</strong> is a <span class=""type psychic"">psychic</span> type with <strong>1859 MAX CP</strong>.<br> Kadabra best moveset is <strong>Confusion and Shadow Ball</strong>.<br> Kadabra is vulnerable to <a href=""/type/bug"">Bug</a>, <a href=""/type/dark"">Dark</a>, <a href=""/type/ghost"">Ghost</a> type moves.<br> Kadabra is boosted by Wind weather.<br> It takes  100  candy to evolve!<br> <span class=""counters-short-description""> </span> ","Kadabra","1","https://db.pokemongohub.net/images/pokemon//normal-animated/064.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/064.gif","56.50 kg","PSYCHIC"," ","1.30 m","1859","232","138","80","7.00%","25.00%","unknown","3 KM","Kadabra holds a silver spoon in its hand. The spoon is used to amplify the alpha waves in its brain. Without the spoon, the Pokemon is said to be limited to half the usual amount of its telekinetic powers.","100","No","Wind, </td>"
"64","065"," <p> <strong>Pokemon GO Alakazam</strong> is a <span class=""type psychic"">psychic</span> type with <strong>2887 MAX CP</strong>.<br> Alakazam best moveset is <strong>Psycho Cut and Futuresight</strong>.<br> Alakazam is vulnerable to <a href=""/type/bug"">Bug</a>, <a href=""/type/dark"">Dark</a>, <a href=""/type/ghost"">Ghost</a> type moves.<br> Alakazam is boosted by Wind weather.<br> <span class=""counters-short-description""> </span> </p> ","Alakazam","1","https://db.pokemongohub.net/images/pokemon//normal-animated/065.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/065.gif","48.00 kg","PSYCHIC"," ","1.50 m","2887","271","194","110","5.00%","10.00%","unknown","3 KM","Alakazam's brain continually grows, infinitely multiplying brain cells. This amazing brain gives this Pokemon an astoundingly high IQ of 5,000. It has a thorough memory of everything that has occurred in the world.","-","No","Wind, </td>"
"65","066"," <p> <strong>Pokemon GO Machop</strong> is a <span class=""type fighting"">fighting</span> type with <strong>1199 MAX CP</strong>.<br> Machop best moveset is <strong>Karate Chop and Cross Chop</strong>.<br> Machop is vulnerable to <a href=""/type/fairy"">Fairy</a>, <a href=""/type/flying"">Flying</a>, <a href=""/type/psychic"">Psychic</a> type moves.<br> Machop is boosted by Cloudy weather.<br> It takes  25  candy to evolve!<br> <span class=""counters-short-description""> </span> ","Machop","1","https://db.pokemongohub.net/images/pokemon//normal-animated/066.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/066.gif","19.50 kg","FIGHTING"," ","0.80 m","1199","137","88","140","10.00%","50.00%","unknown","3 KM","Machop exercises by hefting around a Graveler as if it were a barbell. There are some Machop that travel the world in a quest to master all kinds of martial arts.","25","No","Cloudy, </td>"
"66","067"," <p> <strong>Pokemon GO Machoke</strong> is a <span class=""type fighting"">fighting</span> type with <strong>1910 MAX CP</strong>.<br> Machoke best moveset is <strong>Karate Chop and Dynamic Punch</strong>.<br> Machoke is vulnerable to <a href=""/type/fairy"">Fairy</a>, <a href=""/type/flying"">Flying</a>, <a href=""/type/psychic"">Psychic</a> type moves.<br> Machoke is boosted by Cloudy weather.<br> It takes  100  candy to evolve!<br> <span class=""counters-short-description""> </span> ","Machoke","1","https://db.pokemongohub.net/images/pokemon//normal-animated/067.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/067.gif","70.50 kg","FIGHTING"," ","1.50 m","1910","177","130","160","7.00%","25.00%","unknown","3 KM","Machoke undertakes bodybuilding every day even as it helps people with tough, physically demanding labor. On its days off, this Pokemon heads to the fields and mountains to exercise and train.","100","No","Cloudy, </td>"
"67","068"," <p> <strong>Pokemon GO Machamp</strong> is a <span class=""type fighting"">fighting</span> type with <strong>2889 MAX CP</strong>.<br> Machamp best moveset is <strong>Counter and Dynamic Punch</strong>.<br> Machamp is vulnerable to <a href=""/type/fairy"">Fairy</a>, <a href=""/type/flying"">Flying</a>, <a href=""/type/psychic"">Psychic</a> type moves.<br> Machamp is boosted by Cloudy weather.<br> <span class=""counters-short-description""> </span> </p> ","Machamp","1","https://db.pokemongohub.net/images/pokemon//normal-animated/068.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/068.gif","130.00 kg","FIGHTING"," ","1.60 m","2889","234","162","180","5.00%","10.00%","unknown","3 KM","Machamp is known as the Pokemon that has mastered every kind of martial arts. If it grabs hold of the foe with its four arms, the battle is all but over. The hapless foe is thrown far over the horizon.","-","No","Cloudy, </td>"
"68","069"," <p> <strong>Pokemon GO Bellsprout</strong> is a <span class=""type grass"">grass</span> <span class=""type poison"">poison</span> type with <strong>916 MAX CP</strong>.<br> Bellsprout best moveset is <strong>Vine Whip and Power Whip</strong>.<br> Bellsprout is vulnerable to <a href=""/type/fire"">Fire</a>, <a href=""/type/flying"">Flying</a>, <a href=""/type/ice"">Ice</a>, <a href=""/type/psychic"">Psychic</a> type moves.<br> Bellsprout is boosted by Clear and Cloudy weather.<br> It takes  25  candy to evolve!<br> ","Bellsprout","1","https://db.pokemongohub.net/images/pokemon//normal-animated/069.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/069.gif","4.00 kg","GRASS","POISON","0.70 m","916","139","64","100","15.00%","50.00%","unknown","3 KM","Bellsprout's thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, this Pokemon spits a corrosive fluid that melts even iron.","25","No","Clear, Cloudy"
"69","070"," <p> <strong>Pokemon GO Weepinbell</strong> is a <span class=""type grass"">grass</span> <span class=""type poison"">poison</span> type with <strong>1475 MAX CP</strong>.<br> Weepinbell best moveset is <strong>Acid and Power Whip</strong>.<br> Weepinbell is vulnerable to <a href=""/type/fire"">Fire</a>, <a href=""/type/flying"">Flying</a>, <a href=""/type/ice"">Ice</a>, <a href=""/type/psychic"">Psychic</a> type moves.<br> Weepinbell is boosted by Clear and Cloudy weather.<br> It takes  100  candy to evolve!<br> ","Weepinbell","1","https://db.pokemongohub.net/images/pokemon//normal-animated/070.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/070.gif","6.40 kg","GRASS","POISON","1.00 m","1475","172","95","130","7.00%","25.00%","unknown","3 KM","Weepinbell has a large hook on its rear end. At night, the Pokemon hooks on to a tree branch and goes to sleep. If it moves around in its sleep, it may wake up to find itself on the ground.","100","No","Clear, Cloudy"
"70","071"," <p> <strong>Pokemon GO Victreebel</strong> is a <span class=""type grass"">grass</span> <span class=""type poison"">poison</span> type with <strong>2268 MAX CP</strong>.<br> Victreebel best moveset is <strong>Acid and Solar Beam</strong>.<br> Victreebel is vulnerable to <a href=""/type/fire"">Fire</a>, <a href=""/type/flying"">Flying</a>, <a href=""/type/ice"">Ice</a>, <a href=""/type/psychic"">Psychic</a> type moves.<br> Victreebel is boosted by Clear and Cloudy weather.<br> <span class=""counters-short-description""> ","Victreebel","1","https://db.pokemongohub.net/images/pokemon//normal-animated/071.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/071.gif","15.50 kg","GRASS","POISON","1.70 m","2268","207","138","160","5.00%","12.50%","unknown","3 KM","Victreebel has a long vine that extends from its head. This vine is waved and flicked about as if it were an animal to attract prey. When an unsuspecting prey draws near, this Pokemon swallows it whole.","-","No","Clear, Cloudy"
"71","072"," <p> <strong>Pokemon GO Tentacool</strong> is a <span class=""type water"">water</span> <span class=""type poison"">poison</span> type with <strong>956 MAX CP</strong>.<br> Tentacool best moveset is <strong>Poison Sting and Bubble Beam</strong>.<br> Tentacool is vulnerable to <a href=""/type/electric"">Electric</a>, <a href=""/type/ground"">Ground</a>, <a href=""/type/psychic"">Psychic</a> type moves.<br> Tentacool is boosted by Rain and Cloudy weather.<br> It takes  50  candy to evolve!<br> <span class=""counters-short-description""> ","Tentacool","1","https://db.pokemongohub.net/images/pokemon//normal-animated/072.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/072.gif","45.50 kg","WATER","POISON","0.90 m","956","97","182","80","15.00%","50.00%","unknown","3 KM","Tentacool absorbs sunlight and refracts it using water inside its body to convert it into beam energy. This Pokemon shoots beams from the small round organ above its eyes.","50","No","Rain, Cloudy"
"72","073"," <p> <strong>Pokemon GO Tentacruel</strong> is a <span class=""type water"">water</span> <span class=""type poison"">poison</span> type with <strong>2374 MAX CP</strong>.<br> Tentacruel best moveset is <strong>Poison Jab and Hydro Pump</strong>.<br> Tentacruel is vulnerable to <a href=""/type/electric"">Electric</a>, <a href=""/type/ground"">Ground</a>, <a href=""/type/psychic"">Psychic</a> type moves.<br> Tentacruel is boosted by Rain and Cloudy weather.<br> <span class=""counters-short-description""> </span> ","Tentacruel","1","https://db.pokemongohub.net/images/pokemon//normal-animated/073.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/073.gif","55.00 kg","WATER","POISON","1.60 m","2374","166","237","160","7.00%","20.00%","unknown","3 KM","Tentacruel has tentacles that can be freely elongated and shortened at will. It ensnares prey with its tentacles and weakens the prey by dosing it with a harsh toxin. It can catch up to 80 prey at the same time.","-","No","Rain, Cloudy"
"73","074"," <p> <strong>Pokemon GO Geodude</strong> is a <span class=""type rock"">rock</span> <span class=""type ground"">ground</span> type with <strong>1193 MAX CP</strong>.<br> Geodude best moveset is <strong>Rock Throw and Rock Slide</strong>.<br> Geodude is vulnerable to <a href=""/type/grass"">Grass</a>, <a href=""/type/fighting"">Fighting</a>, <a href=""/type/ground"">Ground</a>, <a href=""/type/steel"">Steel</a>, <a href=""/type/water"">Water</a>, <a href=""/type/ice"">Ice</a> type moves.<br> Geodude is boosted by PartlyCloudy and Clear ","Geodude","1","https://db.pokemongohub.net/images/pokemon//normal-animated/074.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/074.gif","20.00 kg","ROCK","GROUND","0.40 m","1193","132","163","80","10.00%","50.00%","unknown","1 KM","When Geodude sleeps deeply, it buries itself halfway into the ground. It will not awaken even if hikers step on it unwittingly. In the morning, this Pokemon rolls downhill in search of food.","25","No","PartlyCloudy, Clear"
"74","075"," <p> <strong>Pokemon GO Graveler</strong> is a <span class=""type rock"">rock</span> <span class=""type ground"">ground</span> type with <strong>1815 MAX CP</strong>.<br> Graveler best moveset is <strong>Rock Throw and Stone Edge</strong>.<br> Graveler is vulnerable to <a href=""/type/grass"">Grass</a>, <a href=""/type/fighting"">Fighting</a>, <a href=""/type/ground"">Ground</a>, <a href=""/type/steel"">Steel</a>, <a href=""/type/water"">Water</a>, <a href=""/type/ice"">Ice</a> type moves.<br> Graveler is boosted by PartlyCloudy and Clear ","Graveler","1","https://db.pokemongohub.net/images/pokemon//normal-animated/075.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/075.gif","105.00 kg","ROCK","GROUND","1.00 m","1815","164","196","110","7.00%","25.00%","unknown","1 KM","Rocks are Graveler's favorite food. This Pokemon will climb a mountain from the base to the summit, crunchingly feasting on rocks all the while. Upon reaching the peak, it rolls back down to the bottom.","100","No","PartlyCloudy, Clear"
"75","076"," <p> <strong>Pokemon GO Golem</strong> is a <span class=""type rock"">rock</span> <span class=""type ground"">ground</span> type with <strong>2916 MAX CP</strong>.<br> Golem best moveset is <strong>Rock Throw and Stone Edge</strong>.<br> Golem is vulnerable to <a href=""/type/grass"">Grass</a>, <a href=""/type/fighting"">Fighting</a>, <a href=""/type/ground"">Ground</a>, <a href=""/type/steel"">Steel</a>, <a href=""/type/water"">Water</a>, <a href=""/type/ice"">Ice</a> type moves.<br> Golem is boosted by PartlyCloudy and Clear ","Golem","1","https://db.pokemongohub.net/images/pokemon//normal-animated/076.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/076.gif","300.00 kg","ROCK","GROUND","1.40 m","2916","211","229","160","5.00%","12.50%","unknown","1 KM","Golem is known for rolling down from mountains. To prevent them from rolling into the homes of people downhill, grooves have been dug into the sides of mountains to serve as guideways for diverting this Pokemon's course.","-","No","PartlyCloudy, Clear"
"76","077"," <p> <strong>Pokemon GO Ponyta</strong> is a <span class=""type fire"">fire</span> type with <strong>1502 MAX CP</strong>.<br> Ponyta best moveset is <strong>Ember and Fire Blast</strong>.<br> Ponyta is vulnerable to <a href=""/type/rock"">Rock</a>, <a href=""/type/ground"">Ground</a>, <a href=""/type/water"">Water</a> type moves.<br> Ponyta is boosted by Clear weather.<br> It takes  50  candy to evolve!<br> <span class=""counters-short-description""> </span> ","Ponyta","1","https://db.pokemongohub.net/images/pokemon//normal-animated/077.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/077.gif","30.00 kg","FIRE"," ","1.00 m","1502","170","132","100","10.00%","40.00%","unknown","3 KM","Ponyta is very weak at birth. It can barely stand up. This Pokemon becomes stronger by stumbling and falling to keep up with its parent.","50","No","Clear, </td>"
"77","078"," <p> <strong>Pokemon GO Rapidash</strong> is a <span class=""type fire"">fire</span> type with <strong>2252 MAX CP</strong>.<br> Rapidash best moveset is <strong>Fire Spin and Fire Blast</strong>.<br> Rapidash is vulnerable to <a href=""/type/rock"">Rock</a>, <a href=""/type/ground"">Ground</a>, <a href=""/type/water"">Water</a> type moves.<br> Rapidash is boosted by Clear weather.<br> <span class=""counters-short-description""> </span> </p> ","Rapidash","1","https://db.pokemongohub.net/images/pokemon//normal-animated/078.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/078.gif","95.00 kg","FIRE"," ","1.70 m","2252","207","167","130","6.00%","15.00%","unknown","3 KM","Rapidash usually can be seen casually cantering in the fields and plains. However, when this Pokemon turns serious, its fiery manes flare and blaze as it gallops its way up to 150 mph.","-","No","Clear, </td>"
"78","079"," <p> <strong>Pokemon GO Slowpoke</strong> is a <span class=""type water"">water</span> <span class=""type psychic"">psychic</span> type with <strong>1204 MAX CP</strong>.<br> Slowpoke best moveset is <strong>Confusion and Psyshock</strong>.<br> Slowpoke is vulnerable to <a href=""/type/electric"">Electric</a>, <a href=""/type/grass"">Grass</a>, <a href=""/type/bug"">Bug</a>, <a href=""/type/dark"">Dark</a>, <a href=""/type/ghost"">Ghost</a> type moves.<br> Slowpoke is boosted by Rain and Wind weather.<br> ","Slowpoke","1","https://db.pokemongohub.net/images/pokemon//normal-animated/079.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/079.gif","36.00 kg","WATER","PSYCHIC","1.20 m","1204","109","109","180","10.00%","50.00%","unknown","3 KM","Slowpoke uses its tail to catch prey by dipping it in water at the side of a river. However, this Pokemon often forgets what it's doing and often spends entire days just loafing at water's edge.","50","No","Rain, Wind"
"79","080"," <p> <strong>Pokemon GO Slowbro</strong> is a <span class=""type water"">water</span> <span class=""type psychic"">psychic</span> type with <strong>2482 MAX CP</strong>.<br> Slowbro best moveset is <strong>Confusion and Psychic</strong>.<br> Slowbro is vulnerable to <a href=""/type/electric"">Electric</a>, <a href=""/type/grass"">Grass</a>, <a href=""/type/bug"">Bug</a>, <a href=""/type/dark"">Dark</a>, <a href=""/type/ghost"">Ghost</a> type moves.<br> Slowbro is boosted by Rain and Wind weather.<br> ","Slowbro","1","https://db.pokemongohub.net/images/pokemon//normal-animated/080.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/080.gif","78.50 kg","WATER","PSYCHIC","1.60 m","2482","177","194","190","6.00%","20.00%","unknown","3 KM","Slowbro's tail has a Shellder firmly attached with a bite. As a result, the tail can't be used for fishing anymore. This causes Slowbro to grudgingly swim and catch prey instead.","-","No","Rain, Wind"
"80","081"," <p> <strong>Pokemon GO Magnemite</strong> is a <span class=""type electric"">electric</span> <span class=""type steel"">steel</span> type with <strong>1083 MAX CP</strong>.<br> Magnemite best moveset is <strong>Spark and Thunderbolt</strong>.<br> Magnemite is vulnerable to <a href=""/type/ground"">Ground</a>, <a href=""/type/fighting"">Fighting</a>, <a href=""/type/fire"">Fire</a> type moves.<br> Magnemite is boosted by Rain and Snow weather.<br> It takes  50  candy to evolve!<br> <span class=""counters-short-description""> ","Magnemite","1","https://db.pokemongohub.net/images/pokemon//normal-animated/081.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/081.gif","6.00 kg","ELECTRIC","STEEL","0.30 m","1083","165","128","50","10.00%","50.00%","unknown","3 KM","Magnemite floats in the air by emitting electromagnetic waves from the units at its sides. These waves block gravity. This Pokemon becomes incapable of flight if its internal electrical supply is depleted.","50","No","Rain, Snow"
"81","082"," <p> <strong>Pokemon GO Magneton</strong> is a <span class=""type electric"">electric</span> <span class=""type steel"">steel</span> type with <strong>2237 MAX CP</strong>.<br> Magneton best moveset is <strong>Thunder Shock and Zap Cannon</strong>.<br> Magneton is vulnerable to <a href=""/type/ground"">Ground</a>, <a href=""/type/fighting"">Fighting</a>, <a href=""/type/fire"">Fire</a> type moves.<br> Magneton is boosted by Rain and Snow weather.<br> <span class=""counters-short-description""> </span> ","Magneton","1","https://db.pokemongohub.net/images/pokemon//normal-animated/082.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/082.gif","60.00 kg","ELECTRIC","STEEL","1.00 m","2237","223","182","100","6.00%","20.00%","unknown","3 KM","Magneton emits a powerful magnetic force that is fatal to electronics and precision instruments. Because of this, it is said that some towns warn people to keep this Pokemon inside a Poke Ball.","-","No","Rain, Snow"
"82","083"," <p> <strong>Pokemon GO Farfetch&#x27;d</strong> is a <span class=""type normal"">normal</span> <span class=""type flying"">flying</span> type with <strong>1092 MAX CP</strong>.<br> Farfetch&#x27;d best moveset is <strong>Air Slash and Aerial Ace</strong>.<br> Farfetch&#x27;d is vulnerable to <a href=""/type/rock"">Rock</a>, <a href=""/type/ice"">Ice</a>, <a href=""/type/electric"">Electric</a> type moves.<br> Farfetch&#x27;d is boosted by PartlyCloudy and Wind weather.<br> <span class=""counters-short-description""> </span> ","Farfetch&#x27;d","1","https://db.pokemongohub.net/images/pokemon//normal-animated/083.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/083.gif","15.00 kg","NORMAL","FLYING","0.80 m","1092","124","118","104","9.00%","30.00%","unknown","3 KM","Farfetch'd is always seen with a stalk from a plant of some sort. Apparently, there are good stalks and bad stalks. This Pokemon has been known to fight with others over stalks.","-","No","PartlyCloudy, Wind"
"83","084"," <p> <strong>Pokemon GO Doduo</strong> is a <span class=""type normal"">normal</span> <span class=""type flying"">flying</span> type with <strong>1011 MAX CP</strong>.<br> Doduo best moveset is <strong>Quick Attack and Drill Peck</strong>.<br> Doduo is vulnerable to <a href=""/type/rock"">Rock</a>, <a href=""/type/ice"">Ice</a>, <a href=""/type/electric"">Electric</a> type moves.<br> Doduo is boosted by PartlyCloudy and Wind weather.<br> It takes  50  candy to evolve!<br> <span class=""counters-short-description""> ","Doduo","1","https://db.pokemongohub.net/images/pokemon//normal-animated/084.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/084.gif","39.20 kg","NORMAL","FLYING","1.40 m","1011","158","88","70","10.00%","50.00%","unknown","3 KM","Doduo's two heads contain completely identical brains. A scientific study reported that on rare occasions, there will be examples of this Pokemon possessing different sets of brains.","50","No","PartlyCloudy, Wind"
"84","085"," <p> <strong>Pokemon GO Dodrio</strong> is a <span class=""type normal"">normal</span> <span class=""type flying"">flying</span> type with <strong>2138 MAX CP</strong>.<br> Dodrio best moveset is <strong>Feint Attack and Drill Peck</strong>.<br> Dodrio is vulnerable to <a href=""/type/rock"">Rock</a>, <a href=""/type/ice"">Ice</a>, <a href=""/type/electric"">Electric</a> type moves.<br> Dodrio is boosted by PartlyCloudy and Wind weather.<br> <span class=""counters-short-description""> </span> ","Dodrio","1","https://db.pokemongohub.net/images/pokemon//normal-animated/085.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/085.gif","85.20 kg","NORMAL","FLYING","1.80 m","2138","218","145","120","6.00%","20.00%","unknown","3 KM","Apparently, the heads aren't the only parts of the body that Dodrio has three of. It has three sets of hearts and lungs as well, so it is capable of running long distances without rest.","-","No","PartlyCloudy, Wind"
"85","086"," <p> <strong>Pokemon GO Seel</strong> is a <span class=""type water"">water</span> type with <strong>899 MAX CP</strong>.<br> Seel best moveset is <strong>Lick and Aqua Tail</strong>.<br> Seel is vulnerable to <a href=""/type/electric"">Electric</a>, <a href=""/type/grass"">Grass</a> type moves.<br> Seel is boosted by Rain weather.<br> It takes  50  candy to evolve!<br> <span class=""counters-short-description""> </span> </p> ","Seel","1","https://db.pokemongohub.net/images/pokemon//normal-animated/086.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/086.gif","90.00 kg","WATER"," ","1.10 m","899","85","128","130","9.00%","50.00%","unknown","3 KM","Seel hunts for prey in the frigid sea underneath sheets of ice. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head.","50","No","Rain, </td>"
"86","087"," <p> <strong>Pokemon GO Dewgong</strong> is a <span class=""type water"">water</span> <span class=""type ice"">ice</span> type with <strong>1894 MAX CP</strong>.<br> Dewgong best moveset is <strong>Frost Breath and Blizzard</strong>.<br> Dewgong is vulnerable to <a href=""/type/electric"">Electric</a>, <a href=""/type/grass"">Grass</a>, <a href=""/type/fighting"">Fighting</a>, <a href=""/type/rock"">Rock</a> type moves.<br> Dewgong is boosted by Rain and Snow weather.<br> <span class=""counters-short-description""> ","Dewgong","1","https://db.pokemongohub.net/images/pokemon//normal-animated/087.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/087.gif","120.00 kg","WATER","ICE","1.70 m","1894","139","184","180","6.00%","20.00%","unknown","3 KM","Dewgong loves to snooze on bitterly cold ice. The sight of this Pokemon sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.","-","No","Rain, Snow"
"87","088"," <p> <strong>Pokemon GO Grimer</strong> is a <span class=""type poison"">poison</span> type with <strong>1269 MAX CP</strong>.<br> Grimer best moveset is <strong>Poison Jab and Sludge Bomb</strong>.<br> Grimer is vulnerable to <a href=""/type/ground"">Ground</a>, <a href=""/type/psychic"">Psychic</a> type moves.<br> Grimer is boosted by Cloudy weather.<br> It takes  50  candy to evolve!<br> <span class=""counters-short-description""> </span> </p> ","Grimer","1","https://db.pokemongohub.net/images/pokemon//normal-animated/088.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/088.gif","30.00 kg","POISON"," ","0.90 m","1269","135","90","160","10.00%","50.00%","unknown","3 KM","Grimer emerged from the sludge that settled on a polluted seabed. This Pokemon loves anything filthy. It constantly leaks a horribly germ-infested fluid from all over its body.","50","No","Cloudy, </td>"
"88","089"," <p> <strong>Pokemon GO Muk</strong> is a <span class=""type poison"">poison</span> type with <strong>2709 MAX CP</strong>.<br> Muk best moveset is <strong>Poison Jab and Gunk Shot</strong>.<br> Muk is vulnerable to <a href=""/type/ground"">Ground</a>, <a href=""/type/psychic"">Psychic</a> type moves.<br> Muk is boosted by Cloudy weather.<br> <span class=""counters-short-description""> </span> </p> <ul> ","Muk","1","https://db.pokemongohub.net/images/pokemon//normal-animated/089.gif","https://db.pokemongohub.net/images/pokemon//shiny-animated/089.gif","30.00 kg","POISON"," ","1.20 m","2709","190","184","210","6.00%","20.00%","unknown","3 KM","This Pokemon's favorite food is anything that is repugnantly filthy. In dirty towns where people think nothing of throwing away litter on the streets, Muk are certain to gather.","-","No","Cloudy, </td>"
